Product_Name,Order_Guide_Line_No,Product_Code,UPC_Code,Category,Unit_Of_Measure,Case_Weight,Case_Size_WxHxD,Unit_Weight,Unit_Size_WxHxD,Pallet_Qty,Country_Of_Origin,Availability,Unit_Price,Image_link
Powder Laundry Detergent Supremo! HE 3n1 t-Ocean Burst,1460,4134800913,041348009133,Laundry Detergent,24/1 LB,26 lbs,"19.69"" x 9.06"" x 10.24""",,,"1,536 units",,,,http://p2.glwholesale.com/l/4134800913.jpg
Home Bright Spray Starch Aerosol,1462,51425HB,849607014252,Laundry Additives & Aids,12/14 OZ,13 lbs,"11.02"" x 8.66"" x 9.06""",,,900 units,,,,http://p2.glwholesale.com/l/51425HB.jpg
Awesome Detergent - Rain Fresh,1448,64045AW,722429640451,Laundry Detergent,8/64 OZ,40 lbs,"11.81"" x 10.63"" x 16.14""",,,320 units,United States,,,http://p2.glwholesale.com/l/64045AW.jpg
Detergent by Awesome - Oxygen,1444,64054A,722429640543,Laundry Detergent,8/64 OZ,38 lbs,"12.60"" x 11.02"" x 16.14""",,,320 units,United States,,,http://p2.glwholesale.com/l/64054A.jpg
STRAIGHT HANDLE LINT ROLLER,,399009,792215399009,Laundry Additives & Aids,48/EACH,10 lbs,"16.54"" x 17.32"" x 12.20""",,,0 units,,,,http://p2.glwholesale.com/l/399009.jpg
Clothes Hanger Velvet 2 ct.,,392109,792215392109,Laundry Additives & Aids,24/EACH,8 lbs,"14.17"" x 14.17"" x 5.51""",,,0 units,,,,http://p2.glwholesale.com/l/392109.jpg
VELVET TIE SCARF & BELT HANGER,1498,392154,792215392154,Laundry Additives & Aids,48/EACH,11 lbs,"11.42"" x 12.99"" x 6.30""",,,0 units,,,,http://p2.glwholesale.com/l/392154.jpg
2pc KID'S OUTFIT HANGERS,,392000,792215392000,Laundry Additives & Aids,24/EACH,8 lbs,"13.39"" x 14.57"" x 15.35""",,,0 units,,,,http://p2.glwholesale.com/l/392000.jpg
Kid's Clothes Hangers 2 ct.,,392055,792215392055,Laundry Additives & Aids,24/EACH,5 lbs,"11.02"" x 11.02"" x 7.09""",,,0 units,,,,http://p2.glwholesale.com/l/392055.jpg
8pk KID'S CLOTHES HANGERS,1500,392208,792215392208,Laundry Additives & Aids,48/EACH,25 lbs,"13.78"" x 19.29"" x 15.75""",,,0 units,,,,http://p2.glwholesale.com/l/392208.jpg
POP-UP LAUNDRY HAMPER,1496,391058,792215391058,Laundry Additives & Aids,24/EACH,6 lbs,"8.27"" x 15.75"" x 8.27""",,,0 units,,,,http://p2.glwholesale.com/l/391058.jpg
Duane Reade Woolwash (Woolite),,3919404049,639194040495,Laundry Detergent,12/16 OZ,15 lbs,"9.06"" x 9.84"" x 11.81""",,,"1,200 units",United States,,,http://p2.glwholesale.com/l/3919404049.jpg
Power X Liquid Laundry Detergent W/ Bleach Alterna,1452,3567224102,635672241026,Laundry Detergent,12/22 OZ,20 lbs,"10.63"" x 9.84"" x 12.60""",,,864 units,United States,,,http://p2.glwholesale.com/l/3567224102.jpg
RETRACTABLE CLOTHSLINE,1494,390907,792215390907,Laundry Additives & Aids,24/EACH,26 lbs,"13.78"" x 15.35"" x 12.99""",,,0 units,,,,http://p2.glwholesale.com/l/390907.jpg
Purex HE Liquid Fabric Softener Sweet Lavender & C,1424,2420006096,024200060961,Fabric Softeners,4/100 OZ,30 lbs,"17.32"" x 9.45"" x 12.99""",,,200 units,United States,,,http://p2.glwholesale.com/l/2420006096.jpg
"26"" 2 BUSHEL LAUNDRY BASKET",,391157,792215391157,Laundry Additives & Aids,12/EACH,26 lbs,"17.72"" x 25.98"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/391157.jpg
Fels Naptha Laundry Soap Bar Heavy Duty,1478,2420004303,024200043032,Laundry Additives & Aids,24/5.5 OZ,9 lbs,"9.84"" x 7.09"" x 4.72""",,,"4,800 units",United States,,,http://p2.glwholesale.com/l/2420004303.jpg
Purex HE Dryer Sheets - Mountain Freeze,1426,2420008993,024200089931,Fabric Softeners,9/40 CT,3 lbs,"14.57"" x 7.87"" x 4.33""",,,"1,215 units",United States,,,http://p2.glwholesale.com/l/2420008993.jpg
30 SHEET SPIRAL LINT ROLLER,1502,399108,792215399108,Laundry Additives & Aids,36/EACH,8 lbs,"14.17"" x 12.99"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/399108.jpg
Children's Hangers Assorted Colors Set of 8,,4013D,897288040138,Laundry Additives & Aids,48/*8 CT,12 lbs,"16.14"" x 14.96"" x 14.17""",,,"2,160 units",,,,http://p2.glwholesale.com/l/4013D.jpg
Detergent Powder Supremo! 3n1 Laundry Detergent-Mountain Fresh,1458,4134800912,041348009126,Laundry Detergent,24/1 LB,26 lbs,"19.69"" x 9.06"" x 10.24""",,,"1,536 units",,,,http://p2.glwholesale.com/l/4134800912.jpg
Purex HE Powder Bleach - Ultra Purex 2,,2420003811,024200038113,Laundry Additives & Aids,6/29 OZ,14 lbs,"11.81"" x 11.02"" x 17.72""",,,288 units,United States,,,http://p2.glwholesale.com/l/2420003811.jpg
Power X Liquid Laundry Detergent - Regular for Bright Colors,1450,3567224101,635672241019,Laundry Detergent,12/22 OZ,20 lbs,"10.63"" x 9.84"" x 12.60""",,,864 units,United States,,,http://p2.glwholesale.com/l/3567224101.jpg
Awesome Laundry Prewash Stain Remover Trigger,1468,2242932051,722429320513,Laundry Additives & Aids,12/32 OZ,31 lbs,"18.50"" x 9.45"" x 11.02""",,,720 units,United States,,,http://p2.glwholesale.com/l/2242932051.jpg
Awesome Fabric Refreshener Extra Strength Crisp Li,1470,2242933014,722429330147,Laundry Additives & Aids,8/33 OZ,19 lbs,"14.17"" x 9.84"" x 9.84""",,,480 units,United States,,,http://p2.glwholesale.com/l/2242933014.jpg
Awesome Laundry Detergent Fresh Scent 21 Loads,1440,2242942001,722429420015,Laundry Detergent,12/42 OZ,36 lbs,"20.47"" x 10.63"" x 9.84""",,,480 units,United States,,,http://p2.glwholesale.com/l/2242942001.jpg
Awesome Ultra Liquid Laundry Detergent HE Tropical,1442,2242942016,722429420169,Laundry Detergent,12/42 OZ,37 lbs,"10.24"" x 9.84"" x 20.47""",,,480 units,United States,,,http://p2.glwholesale.com/l/2242942016.jpg
Awesome Laundry Detergent - Stain Lifter 32 Loads,1446,2242964099,722429640994,Laundry Detergent,8/64 OZ,38 lbs,"16.54"" x 12.60"" x 11.02""",,,320 units,United States,,,http://p2.glwholesale.com/l/2242964099.jpg
Detergent by Awesome - Oxygen,1444,2242964046,722429640468,Laundry Detergent,8/64 OZ,38 lbs,"12.60"" x 11.02"" x 16.14""",,,320 units,United States,,,http://p2.glwholesale.com/l/2242964046.jpg
Awesome Oxygen Laundry Detergent 64 Loads,1436,2242910008,722429100085,Laundry Detergent,4/100 OZ,29 lbs,"14.57"" x 9.84"" x 11.42""",,,192 units,United States,,,http://p2.glwholesale.com/l/2242910008.jpg
Awesome 3X Laundry Detregent 64 Loads,1438,224291009,722429100092,Laundry Detergent,4/100 OZ,32 lbs,"14.96"" x 11.42"" x 9.84""",,,192 units,United States,,,http://p2.glwholesale.com/l/224291009.jpg
Purex HE Powder Detergent Lavender Blossom 30 Load,,08964PU,024200089641,Laundry Detergent,4/71 OZ,22 lbs,"17.32"" x 9.45"" x 14.17""",,,200 units,United States,,,http://p2.glwholesale.com/l/08964PU.jpg
Purex HE Dryer Sheets - Sweet Lavender,1422,08989P,024200089870,Fabric Softeners,9/40 CT,3 lbs,"14.57"" x 7.87"" x 4.33""",,,"1,215 units",United States,,,http://p2.glwholesale.com/l/08989P.jpg
Awesome 2 in 1 Laundry Detergent Plus Fabric Softener 64 Loads Fresh Scent,1432,10010AW,722429100108,Laundry Detergent,4/100 OZ,29 lbs,"14.57"" x 9.84"" x 11.42""",,,192 units,United States,,,http://p2.glwholesale.com/l/10010AW.jpg
20 Mule Team Borax Detergent Booster (Tall) 76 oz,1476,1365491,023400002016,Laundry Additives & Aids,6/76 OZ,30 lbs,"13.78"" x 10.63"" x 7.87""",,,396 units,United States,,,http://p2.glwholesale.com/l/1365491.jpg
Awesome 3X Laundry Detergent 64 Loads Rain Fresh,1434,2242910007,722429100078,Laundry Detergent,4/100 OZ,29 lbs,"14.57"" x 9.45"" x 11.42""",,,192 units,United States,,,http://p2.glwholesale.com/l/2242910007.jpg
Awesome Oxygen Clean Spot Remover,1466,03214AW,722429220448,Laundry Additives & Aids,12/16 OZ,16 lbs,"11.02"" x 5.12"" x 14.96""",,,"1,320 units",United States,,,http://p2.glwholesale.com/l/03214AW.jpg
Awesome Laundry Detergent & Fabric Softener 2 in 1,1430,050914AW,722429420183,Laundry Detergent,12/42 OZ,37 lbs,"9.84"" x 9.84"" x 20.47""",,,480 units,United States,,,http://p2.glwholesale.com/l/050914AW.jpg
Awesome Fabric Softener Fresh Scent 21 Loads,1420,061714A,722429420022,Fabric Softeners,12/42 OZ,36 lbs,"20.47"" x 10.63"" x 9.84""",,,480 units,United States,,,http://p2.glwholesale.com/l/061714A.jpg
"23"" X 30"" MESH BEACH BAG",,00977,039593009770,Laundry Additives & Aids,72/EACH,11 lbs,"14.17"" x 16.93"" x 13.39""",,,0 units,,,,http://p2.glwholesale.com/l/00977.jpg
Awesome Oxygen Clean Orange Spot Remover,1464,009AW,722429220813,Laundry Additives & Aids,12/16 OZ,13 lbs,"11.42"" x 6.69"" x 15.35""",,,"1,320 units",United States,,,http://p2.glwholesale.com/l/009AW.jpg
Detergent by Awesome - Oxygen,,029D,722429640543,Laundry Detergent,8/64 OZ,38 lbs,"12.60"" x 11.02"" x 16.14""",,,320 units,United States,,,http://p2.glwholesale.com/l/029D.jpg
Awesome Detergent - Original,1428,031214A,722429640444,Laundry Detergent,8/64 OZ,38 lbs,"12.60"" x 11.02"" x 16.14""",,,320 units,United States,,,http://p2.glwholesale.com/l/031214A.jpg
2 Piece Washing Machine Lint Traps,1490,00902,039593009022,Laundry Additives & Aids,72/EACH,7 lbs,"10.63"" x 16.54"" x 10.63""",4.000 lbs,,"2,304 units",,,,http://p2.glwholesale.com/l/00902.jpg
Detergent by Awesome - Oxygen,1444,029A,722429640543,Laundry Detergent,8/64 OZ,38 lbs,"12.60"" x 11.02"" x 16.14""",,,320 units,United States,,,http://p2.glwholesale.com/l/029A.jpg
2 Piece Dryer Balls,1488,00811,039593008117,Laundry Additives & Aids,48/EACH,18 lbs,"13.78"" x 29.13"" x 18.11""",,,432 units,,,,http://p2.glwholesale.com/l/00811.jpg
2pc NEON SCOURING PADS,1350,385088,792215385088,"Sponges, Soap Pads & Wipes",36/EACH,4 lbs,"16.14"" x 25.59"" x 7.09""",,,0 units,,,,http://p2.glwholesale.com/l/385088.jpg
Gloveworks Vinyl 10pk Disposable Gloves,1408,GWV10PK,697383954381,Cleaning Tools & Gloves,25/10 PK,,,,,"3,500 units",,,,http://p2.glwholesale.com/l/GWV10PK.jpg
PIVOT-HEAD MICROFIBER DUSTER,1402,99985,039593999859,Cleaning Tools & Gloves,24/EACH,27 lbs,"11.81"" x 30.71"" x 10.63""",,,0 units,,,,http://p2.glwholesale.com/l/99985.jpg
Gloveworks Latex 10pk Disposable Gloves,1404,GWL10PK,697383954275,Cleaning Tools & Gloves,25/10 PK,,,,,"3,500 units",,,,http://p2.glwholesale.com/l/GWL10PK.jpg
Gloveworks Nitrile 10pk Disposable Gloves,1406,GWN10PK,697383954497,Cleaning Tools & Gloves,25/10 PK,,,,,"3,500 units",,,,http://p2.glwholesale.com/l/GWN10PK.jpg
"Great Lakes Select Copper Scourers 3""""""""",1326,9221500842,792215008420,"Sponges, Soap Pads & Wipes",72/4 CT,4 lbs,"20.87"" x 14.96"" x 5.51""",,,"1,728 units",,,,http://p2.glwholesale.com/l/9221500842.jpg
CURVED HANDLE DUST PAN,,99975,039593999750,Cleaning Tools & Gloves,24/EACH,18 lbs,"10.24"" x 29.13"" x 10.63""",,,0 units,,,,http://p2.glwholesale.com/l/99975.jpg
Vinyl Gloves in Plastic Bag - Great Lakes Select,,9221500817,792215008178,Cleaning Tools & Gloves,48/50 CT,2 lbs,"14.17"" x 9.45"" x 3.54""",,,"3,456 units",,,,http://p2.glwholesale.com/l/9221500817.jpg
"Great Lakes Select Plastic Mesh Scourer 3""""""""",1324,9221500824,792215008246,"Sponges, Soap Pads & Wipes",72/6 CT,2 lbs,"20.08"" x 19.69"" x 3.94""",,,0 units,,,,http://p2.glwholesale.com/l/9221500824.jpg
"Jumbo Dust Pan 12""""",1400,99922,039593999224,Cleaning Tools & Gloves,24/EACH,15 lbs,"18.11"" x 23.62"" x 12.99""",,,384 units,,,,http://p2.glwholesale.com/l/99922.jpg
"20"" Reusable Glass Cleaning Cloth",,670009,792215670009,"Sponges, Soap Pads & Wipes",48/EACH,9 lbs,"14.57"" x 18.50"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/670009.jpg
DURA-BLU Boxed (SOS) Soap Pads,1330,7307881991,073078819911,"Sponges, Soap Pads & Wipes",24/8 CT,6 lbs,"16.93"" x 11.02"" x 13.39""",,,"1,728 units",United States,,,http://p2.glwholesale.com/l/7307881991.jpg
"Coralite Ultimate ""Magic Erase"" Sponge",1322,80131C,780707801314,"Sponges, Soap Pads & Wipes",24/2 CT,2 lbs,"10.63"" x 15.35"" x 5.91""",,,"2,400 units",,,,http://p2.glwholesale.com/l/80131C.jpg
"Telescoping Microfiber Duster 30""""",1398,90344,039593903443,Cleaning Tools & Gloves,100/EACH,20 lbs,"12.99"" x 25.20"" x 22.05""",,,"1,200 units",,,,http://p2.glwholesale.com/l/90344.jpg
MAJESTIC LEMON AMMONIA,,MA-138,022609000212,Powder & Liquid Cleaners,12/32 OZ,27 lbs,,,,660 units,United States,,,http://p2.glwholesale.com/l/MA-138.jpg
FOAMING PREWASH STAIN REMOVER,,QC0000140,030036001016,Powder & Liquid Cleaners,12/10 OZ.,,,,,0 units,United States,,,http://p2.glwholesale.com/l/QC0000140.jpg
Bac Pacs Natural Septic Treatment,1182,WAZZ004,081357101503,Powder & Liquid Cleaners,12/2 CT,2 lbs,"8.66"" x 9.84"" x 6.69""",,,"1,680 units",United States,,,http://p2.glwholesale.com/l/WAZZ004.jpg
Jiffy Soap Pads in Plastic Bag (SOS),1328,7307803610,073078036103,"Sponges, Soap Pads & Wipes",36/10 CT,10 lbs,"11.42"" x 14.17"" x 16.14""",,,"2,592 units",United States,,,http://p2.glwholesale.com/l/7307803610.jpg
4Pk Toilet Bowl Blocks Cleaner Blue,1180,CN91109,676979911090,Powder & Liquid Cleaners,48/4 PK,,,,,"4,608 units",,,,http://p2.glwholesale.com/l/CN91109.jpg
Majestic Ammonia - Regular Scent,1208,MA-130,022609000106,Powder & Liquid Cleaners,8/64 OZ,38 lbs,"20.08"" x 10.24"" x 9.84""",,,400 units,United States,,,http://p2.glwholesale.com/l/MA-130.jpg
Majestic Ammonia - Lemon Scent,1210,MA-131,022609000199,Powder & Liquid Cleaners,8/64 OZ,38 lbs,"20.08"" x 10.24"" x 9.84""",,,400 units,United States,,,http://p2.glwholesale.com/l/MA-131.jpg
MAJESTIC REGULAR AMMONIA,,MA-137,022609000090,Powder & Liquid Cleaners,12/32 OZ,27 lbs,,,,660 units,United States,,,http://p2.glwholesale.com/l/MA-137.jpg
Comet Lemon Multisurface Spray Cleaner,1228,7811256943,678112569434,Trigger Cleaning Products,18/22 OZ,30 lbs,"11.42"" x 12.99"" x 14.96""",,,486 units,United States,,,http://p2.glwholesale.com/l/7811256943.jpg
Moisture Absorber - Damp Trap - Great Lakes Select,1224,9221500835,792215008352,Powder & Liquid Cleaners,48/7.1 OZ,7 lbs,"10.63"" x 8.27"" x 11.81""",,,"2,688 units",,,,http://p2.glwholesale.com/l/9221500835.jpg
Oxy Multi-Surface Cleaner - Trigger,1268,95096OXY,058847950965,Trigger Cleaning Products,12/32 OZ,29 lbs,"10.63"" x 10.63"" x 14.17""",,,660 units,,,,http://p2.glwholesale.com/l/95096OXY.jpg
The Works Basic Tub & Shower Cleaner,,65162WK,074157033709,Powder & Liquid Cleaners,6/16 OZ,,,,,888 units,United States,,,http://p2.glwholesale.com/l/65162WK.jpg
The Works Rust Lime & Calcium,1198,67135WK,074157033327,Powder & Liquid Cleaners,6/13.5 OZ,,,,,888 units,United States,,,http://p2.glwholesale.com/l/67135WK.jpg
Kitchen Klenzer Powder,1190,72319005212,072319000156,Powder & Liquid Cleaners,24/21 OZ,42 lbs,"11.81"" x 7.87"" x 17.72""",,,"1,296 units",United States,,,http://p2.glwholesale.com/l/72319005212.jpg
SUN Auto Dish Powder - Citrus,1296,7261316022,072613160228,Dish Detergents,12/20 OZ,23 lbs,"18.11"" x 9.06"" x 7.09""",,,"1,176 units",United States,,,http://p2.glwholesale.com/l/7261316022.jpg
FOAMING GLASS CLEANER WITH AMO,,76522G,,Aerosol  Refreshers & Cleaners,12/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/76522G.jpg
Multi-Purpose Orange Cleaner - Trigger,1264,5884795080,058847950804,Trigger Cleaning Products,12/32 OZ,29 lbs,"10.63"" x 10.63"" x 14.17""",,,660 units,,,,http://p2.glwholesale.com/l/5884795080.jpg
Blue Glass Cleaner w/Ammonia - Trigger,1266,5884795090,058847950903,Trigger Cleaning Products,12/32 OZ,29 lbs,"10.63"" x 10.63"" x 14.17""",,,660 units,,,,http://p2.glwholesale.com/l/5884795090.jpg
Awesome Degreaser Original Refill,1206,64022A,722429640222,Powder & Liquid Cleaners,6/64 OZ,30 lbs,"9.84"" x 9.84"" x 14.17""",,,360 units,United States,,,http://p2.glwholesale.com/l/64022A.jpg
Blue Glass Cleaner w/Ammonia Refill,1216,5884718990,058847189907,Powder & Liquid Cleaners,8/64 OZ,35 lbs,"9.06"" x 10.63"" x 18.11""",,,400 units,,,,http://p2.glwholesale.com/l/5884718990.jpg
All Purpose Cleaner With Bleach - Trigger - First,1258,5884795007,058847950071,Trigger Cleaning Products,12/32 OZ,29 lbs,"10.63"" x 10.63"" x 14.17""",,,660 units,,,,http://p2.glwholesale.com/l/5884795007.jpg
All Purpose Pine Cleaner - Trigger,1260,5884795020,058847950200,Trigger Cleaning Products,12/32 OZ,29 lbs,"10.63"" x 10.63"" x 14.17""",,,660 units,,,,http://p2.glwholesale.com/l/5884795020.jpg
Carpet Spot Cleaner - Trigger,1262,5884795060,058847950606,Trigger Cleaning Products,12/32 OZ,29 lbs,"11.02"" x 11.42"" x 14.17""",,,660 units,,,,http://p2.glwholesale.com/l/5884795060.jpg
Multi-Purpose Degreaser Cleaner - Trigger,,5884795070,058847950705,Trigger Cleaning Products,12/32 OZ,29 lbs,"10.63"" x 10.63"" x 14.17""",,,660 units,,,,http://p2.glwholesale.com/l/5884795070.jpg
American Choice Lemon Steel Wool Soap Pads (SOS),,550137,754807550137,"Sponges, Soap Pads & Wipes",12/10 CT,,,,,0 units,,,,http://p2.glwholesale.com/l/550137.jpg
Home Bright Oven Cleaner Aerosol,1290,51420HB,849607014207,Aerosol  Refreshers & Cleaners,12/13 OZ,13 lbs,"11.02"" x 8.66"" x 9.06""",,,"1,140 units",,,,http://p2.glwholesale.com/l/51420HB.jpg
All Purpose Lemon Cleaner Refill,1214,5884718910,058847189105,Powder & Liquid Cleaners,8/64 OZ,35 lbs,"9.06"" x 10.63"" x 18.11""",,,400 units,,,,http://p2.glwholesale.com/l/5884718910.jpg
FEATHER DUSTER,1394,390006,792215390006,Cleaning Tools & Gloves,96/EACH,2 lbs,"14.96"" x 15.35"" x 10.24""",,,0 units,,,,http://p2.glwholesale.com/l/390006.jpg
Duraskin Yellow Latex Glove Small (Playtex),1356,4489709018,744897009844,Cleaning Tools & Gloves,120/1 PR,2 lbs,"9.84"" x 2.36"" x 11.81""",,,"1,320 units",,,,http://p2.glwholesale.com/l/4489709018.jpg
Duraskin Yellow Latex Glove Extra Large (Playtex),1358,4489709019,744897090194,Cleaning Tools & Gloves,120/1 PR,2 lbs,"9.06"" x 3.15"" x 9.84""",,,"13,200 units",,,,http://p2.glwholesale.com/l/4489709019.jpg
TOILET PLUNGER w/PLASTIC HNDLE,,49790,039593497904,Cleaning Tools & Gloves,48/EACH,20 lbs,"11.81"" x 18.90"" x 15.35""",,,0 units,,,,http://p2.glwholesale.com/l/49790.jpg
TOILET BRUSH w/ STAND,1396,519100,792215519100,Cleaning Tools & Gloves,48/EACH,10 lbs,"14.17"" x 17.32"" x 15.35""",,,0 units,,,,http://p2.glwholesale.com/l/519100.jpg
2pc ROUND SCOURER PADS,1344,385026,792215385026,"Sponges, Soap Pads & Wipes",96/EACH,16 lbs,"18.11"" x 25.98"" x 21.26""",,,0 units,,,,http://p2.glwholesale.com/l/385026.jpg
10pc GREEN SCOURING PADS,1346,385040,792215385040,"Sponges, Soap Pads & Wipes",48/EACH,8 lbs,"15.75"" x 18.11"" x 13.78""",,,0 units,,,,http://p2.glwholesale.com/l/385040.jpg
4pc METALLIC SCOURING PADS,1348,385064,792215385064,"Sponges, Soap Pads & Wipes",96/EACH,13 lbs,"22.44"" x 23.62"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/385064.jpg
Duraskin Yellow Latex Glove Large (Playtex),1352,2871IXL,744897090163,Cleaning Tools & Gloves,120/1 PR,2 lbs,"11.81"" x 1.57"" x 12.60""",,,"1,320 units",,,,http://p2.glwholesale.com/l/2871IXL.jpg
PLASTIC DUST PAN,,380908,792215380908,Cleaning Tools & Gloves,36/EACH,10 lbs,"10.24"" x 16.14"" x 14.57""",,,0 units,,,,http://p2.glwholesale.com/l/380908.jpg
BBQ TOUGH WIPES,,381004,792215381004,"Sponges, Soap Pads & Wipes",48/EACH,17 lbs,"9.06"" x 15.35"" x 9.84""",,,0 units,,,,http://p2.glwholesale.com/l/381004.jpg
"Great Lakes Select Sponge Eraser 4.3"" x 2.7"" x 1.5""",1340,382001,792215382001,"Sponges, Soap Pads & Wipes",48/EACH,4 lbs,"11.81"" x 13.78"" x 13.78""",,,0 units,,,,http://p2.glwholesale.com/l/382001.jpg
2pc COLORFUL SPONGE SET,1342,385002,792215385002,"Sponges, Soap Pads & Wipes",96/EACH,10 lbs,"14.96"" x 14.96"" x 25.98""",,,0 units,,,,http://p2.glwholesale.com/l/385002.jpg
Duraskin Yellow Latex Glove Large (Playtex),1352,2871IL,744897090163,Cleaning Tools & Gloves,120/1 PR,2 lbs,"11.81"" x 1.57"" x 12.60""",,,"1,320 units",,,,http://p2.glwholesale.com/l/2871IL.jpg
Duraskin Yellow Latex Glove Medium (Playtex),1354,2871IM,744897090170,Cleaning Tools & Gloves,120/1 PR,2 lbs,"12.99"" x 2.36"" x 11.42""",,,"1,320 units",,,,http://p2.glwholesale.com/l/2871IM.jpg
"DUST PAN w\ 32"" HANDLE",1390,03016,039593030163,Cleaning Tools & Gloves,36/EACH,17 lbs,"10.24"" x 46.06"" x 12.99""",,,540 units,,,,http://p2.glwholesale.com/l/03016.jpg
"12"" Jumbo Dust Pan",1392,03018,039593030187,Cleaning Tools & Gloves,48/EACH,22 lbs,"12.99"" x 16.93"" x 24.80""",,,864 units,,,,http://p2.glwholesale.com/l/03018.jpg
4pc White Magic Sponge Eraser,1338,03125,039593031252,"Sponges, Soap Pads & Wipes",72/EACH,9 lbs,"9.84"" x 17.72"" x 13.78""",,,"1,728 units",,,,http://p2.glwholesale.com/l/03125.jpg
MICROFIBER DUSTER,1384,03003,039593030033,Cleaning Tools & Gloves,48/EACH,14 lbs,"8.66"" x 23.23"" x 16.54""",,,"1,152 units",,,,http://p2.glwholesale.com/l/03003.jpg
PLASTIC DUST PAN & BRUSH SET,1386,03010,039593030101,Cleaning Tools & Gloves,24/EACH,19 lbs,"31.10"" x 9.06"" x 11.81""",,"403.54"" x 511.81"" x 999.99",576 units,,,,http://p2.glwholesale.com/l/03010.jpg
METAL HANDLE BROOM & DUST PAN,1388,03015,039593030156,Cleaning Tools & Gloves,24/EACH,24 lbs,"10.24"" x 34.25"" x 10.63""",,,480 units,,,,http://p2.glwholesale.com/l/03015.jpg
ASSORTED SCRUB BRUSHES,1380,03000,039593030002,Cleaning Tools & Gloves,72/EACH,18 lbs,"13.78"" x 13.78"" x 20.47""",0.336 lbs,,"1,944 units",,,,http://p2.glwholesale.com/l/03000.jpg
3 PIECE KITCHEN BRUSH SET,1382,03001,039593030019,Cleaning Tools & Gloves,48/EACH,13 lbs,"8.27"" x 12.99"" x 10.24""",11.500 lbs,,"1,728 units",,,,http://p2.glwholesale.com/l/03001.jpg
3-1/2 GALLON HOUSEHOLD BUCKET,1374,02661,039593026616,Cleaning Tools & Gloves,36/EACH,29 lbs,"11.81"" x 11.81"" x 38.19""",,,0 units,,,,http://p2.glwholesale.com/l/02661.jpg
PLASTIC BUCKET WITH HANDLE,1376,02662,039593026623,Cleaning Tools & Gloves,36/EACH,22 lbs,"26.38"" x 12.20"" x 12.20""",,,864 units,,,,http://p2.glwholesale.com/l/02662.jpg
Stainless Pan Cleaning Brush with Handle.,1336,00956,039593009565,"Sponges, Soap Pads & Wipes",48/EACH,11 lbs,"10.24"" x 16.93"" x 12.20""",,,"1,920 units",,,,http://p2.glwholesale.com/l/00956.jpg
HEAVY DUTY ANGLE BROOM,1368,01015,039593010158,Cleaning Tools & Gloves,24/EACH,29 lbs,"10.24"" x 47.64"" x 8.66""",,,0 units,,,,http://p2.glwholesale.com/l/01015.jpg
TWIST MOP w/ MICROFIBER HEAD,1370,01025,039593010257,Cleaning Tools & Gloves,12/EACH,14 lbs,"9.45"" x 51.97"" x 6.69""",,,336 units,,,,http://p2.glwholesale.com/l/01025.jpg
INTERCHANGEABLE MICROFIBER MOP,1372,01027,039593010271,Cleaning Tools & Gloves,48/EACH,8 lbs,"9.45"" x 13.39"" x 14.96""",,,0 units,,,,http://p2.glwholesale.com/l/01027.jpg
Bucket 3 Gallon with Handle.,1378,02664,039593026647,Cleaning Tools & Gloves,24/EACH,28 lbs,"13.39"" x 13.39"" x 25.98""",,,0 units,,,,http://p2.glwholesale.com/l/02664.jpg
"39"" ANGLE BROOM",1366,01000,039593010004,Cleaning Tools & Gloves,36/EACH,31 lbs,"9.45"" x 8.66"" x 42.52""",,,0 units,,,,http://p2.glwholesale.com/l/01000.jpg
6pk Orange Scented Wipes,,00800N,812751008002,"Sponges, Soap Pads & Wipes",72/6 pack,,,,,0 units,,,,http://p2.glwholesale.com/l/00800N.jpg
"3pc SCRUBBER SPONGE 5.5 X 4""",1334,00952,039593009527,"Sponges, Soap Pads & Wipes",72/EACH,9 lbs,"14.57"" x 20.47"" x 18.90""",,,864 units,,,,http://p2.glwholesale.com/l/00952.jpg
SCOURING PAD 15pc SET,1332,00950,039593009503,"Sponges, Soap Pads & Wipes",72/EACH,14 lbs,"12.20"" x 24.41"" x 25.20""",,,0 units,,,,http://p2.glwholesale.com/l/00950.jpg
Awesome Cleaner/Degreaser,1256,40001AW,722429400017,Trigger Cleaning Products,12/40 OZ,36 lbs,"11.42"" x 14.57"" x 11.81""",,,600 units,United States,,,http://p2.glwholesale.com/l/40001AW.jpg
Home Bright Glass Cleaner Aerosol,1288,51419HB,849607014191,Aerosol  Refreshers & Cleaners,12/13 OZ,13 lbs,"11.02"" x 8.66"" x 9.06""",,,"1,140 units",,,,http://p2.glwholesale.com/l/51419HB.jpg
2pc AUTOMATIC TOILET BOWL DISC,1222,370053,792215370053,Powder & Liquid Cleaners,12/EACH,4 lbs,"5.12"" x 12.99"" x 6.69""",,,0 units,,,,http://p2.glwholesale.com/l/370053.jpg
16oz OIL SOAP,,378004,792215378004,Powder & Liquid Cleaners,24/EACH,28 lbs,"11.42"" x 13.78"" x 8.66""",,,0 units,,,,http://p2.glwholesale.com/l/378004.jpg
